Title,Author,Genre,Link,Updates,Views,Subscribers,Rating,Age Rating,Status
The Heavenly Demon's Descendant,Jung seonyul,Fantasy,https://www.webtoons.com/en/fantasy/the-heavenly-demons-descendant/list?title_no=6211,UPEVERY SUNDAY,2.8M,135966,8.59,This series is rated Young Adult. Please review the Content Ratings page for more information.,The Heavenly Demon's Descendant will return!
Blades of Furry,Deya Muniz,Romance,https://www.webtoons.com/en/romance/blades-of-furry/list?title_no=2383,UPEVERY SUNDAY,44.5M,531953,9.51,N/A,Blades of Furry will return!
Love or Attraction,Yuu,Romance,https://www.webtoons.com/en/romance/love-or-attraction/list?title_no=5965,UPEVERY SUNDAY,2.2M,69245,8.1,This series is rated Mature. Please review the Content Ratings page for more information.,Love or Attraction will return!
Castle Swimmer,Wendy Lian Martin,Fantasy,https://www.webtoons.com/en/fantasy/castle-swimmer/list?title_no=1499,UPEVERY SUNDAY,339.6M,3M,9.84,N/A,Castle Swimmer will return!
Blood-Ink,Lupicut,Action,https://www.webtoons.com/en/action/blood-ink/list?title_no=1490,UPEVERY SUNDAY,56.6M,675941,9.64,This series is rated Young Adult. Please review the Content Ratings page for more information.,Blood-Ink will return!
Smity and Majesty,Nekucciola,Comedy,https://www.webtoons.com/en/comedy/smity-and-majesty/list?title_no=2706,UPEVERY SUNDAY,13.9M,178044,9.45,N/A,Smity and Majesty will return!
The Shadow Prophet,Anne Delseit,Drama,https://www.webtoons.com/en/drama/the-shadow-prophet/list?title_no=1881,UPEVERY SUNDAY,2.1M,93097,9.58,N/A,The Shadow Prophet will return!
I'm the Grim Reaper,GRAVEWEAVER,Supernatural,https://www.webtoons.com/en/supernatural/im-the-grim-reaper/list?title_no=1697,UPEVERY SUNDAY,154M,1.9M,9.78,N/A,I'm the Grim Reaper will return!
,TerraTerrific,Supernatural,https://www.webtoons.com/en/supernatural/23-4/list?title_no=5968,UPEVERY SUNDAY,1.3M,90066,9.38,This series is rated Teen. Please review the Content Ratings page for more information.,23:4 will return!
Isabela,Plnt Senta,Fantasy,https://www.webtoons.com/en/fantasy/isabela/list?title_no=5113,UPEVERY SUNDAY,2.4M,144908,9.48,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
Metro Hunter,YOPY,Action,https://www.webtoons.com/en/action/metro-hunter/list?title_no=3347,UPEVERY SUNDAY,6.5M,133615,9.71,N/A,Metro Hunter will return!
The Wildlands,littlebobler,Fantasy,https://www.webtoons.com/en/fantasy/the-wildlands/list?title_no=2831,UPEVERY SUNDAY,1.1M,72082,9.36,N/A,N/A
Her Tale of Shim Chong,seri,Romance,https://www.webtoons.com/en/romance/her-tale-of-shim-chong/list?title_no=7753,COMPLETED,380272,56072,9.48,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
The Seductive Wife,Yoon Soda,Drama,https://www.webtoons.com/en/drama/the-seductive-wife/list?title_no=5987,COMPLETED,21.8M,717232,7.55,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
Lore Olympus,Rachel Smythe,Romance,https://www.webtoons.com/en/romance/lore-olympus/list?title_no=1320,COMPLETED,1.4B,6.6M,9.57,This series is rated Young Adult. Please review the Content Ratings page for more information.,Unlock more legendary classics! ✨Details
Weak Hero,SEOPASS,Action,https://www.webtoons.com/en/action/weakhero/list?title_no=1726,COMPLETED,239.9M,1.5M,9.83,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Marry My Husband,sungsojak,Romance,https://www.webtoons.com/en/romance/marry-my-husband/list?title_no=4572,COMPLETED,167.6M,2.5M,9.65,N/A,N/A
Night Owls & Summer Skies,TIKKLIL,Romance,https://www.webtoons.com/en/romance/night-owls-and-summer-skies/list?title_no=4747,COMPLETED,33.6M,624894,9.78,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
To The Stars and Back,Peglo,Slice of life,https://www.webtoons.com/en/slice-of-life/to-the-stars-and-back/list?title_no=4047,COMPLETED,146.7M,1.1M,9.77,N/A,N/A
Muse on Fame,SOOJIN,Drama,https://www.webtoons.com/en/drama/muse-on-fame/list?title_no=5172,COMPLETED,49.3M,808937,9.81,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
The Boxer,JH,Sports,https://www.webtoons.com/en/sports/the-boxer/list?title_no=2027,COMPLETED,175.8M,1.7M,9.86,N/A,N/A
Leveling UpMy Husband to the Max,Uginon,Romance,https://www.webtoons.com/en/romance/leveling-up-my-husband-to-the-max/list?title_no=3311,COMPLETED,90.2M,1.1M,9.52,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
stare down.,soycisoy,Romance,https://www.webtoons.com/en/romance/stare-down/list?title_no=6917,COMPLETED,2.2M,63504,9.44,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Charming theDuke of the North,Stardustvia,Fantasy,https://www.webtoons.com/en/fantasy/charming-the-duke-of-the-north/list?title_no=4637,COMPLETED,31.7M,831642,9.51,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
Couple Breaker,Maenggi Ki,Drama,https://www.webtoons.com/en/drama/couple-breaker/list?title_no=5383,COMPLETED,37.5M,661358,9.71,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
DARK MOON:THE BLOOD ALTAR,HYBE,Fantasy,https://www.webtoons.com/en/fantasy/dark-moon-the-blood-altar/list?title_no=3785,COMPLETED,62.5M,1.8M,9.75,N/A,N/A
Dear Nemesis,MUJEONG,Drama,https://www.webtoons.com/en/drama/dear-nemesis/list?title_no=4467,COMPLETED,33.2M,529109,9.5,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Divorcing MyTyrant Husband,Oh Youn Ha,Romance,https://www.webtoons.com/en/romance/divorcing-my-tyrant-husband/list?title_no=4942,COMPLETED,35M,653198,8.74,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
Tricked into Becoming the Heroine's Stepmother,HARIHEEN,Fantasy,https://www.webtoons.com/en/fantasy/the-wicked-heroines-stepmother/list?title_no=3039,COMPLETED,92.6M,1.3M,9.67,N/A,N/A
Chasing Red,SilentMaru,Romance,https://www.webtoons.com/en/romance/chasing-red/list?title_no=5594,COMPLETED,23.2M,528423,8.46,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
True Beauty,Yaongyi,Romance,https://www.webtoons.com/en/romance/truebeauty/list?title_no=1436,COMPLETED,1B,7.5M,9.47,N/A,N/A
My Far TooTumultuous Marriage,NOH SEUNG-A,Romance,https://www.webtoons.com/en/romance/my-far-too-tumultuous-marriage/list?title_no=5230,COMPLETED,13.4M,335612,9.35,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
To Love Your Enemy,Jungyoon,Romance,https://www.webtoons.com/en/romance/to-love-your-enemy/list?title_no=2114,COMPLETED,153.5M,2.2M,9.47,N/A,N/A
Daytime Star,Chaeun,Drama,https://www.webtoons.com/en/drama/daytime-star/list?title_no=3908,COMPLETED,65.5M,916118,9.87,N/A,N/A
#muted,kandismon,Romance,https://www.webtoons.com/en/romance/hashtag-muted/list?title_no=5798,COMPLETED,4.7M,188703,9.11,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
The Duke's Cursed Charm,Goyogom,Romance,https://www.webtoons.com/en/romance/the-dukes-cursed-charm/list?title_no=4678,COMPLETED,27.4M,608935,9.24,N/A,N/A
Rooftops & Roommates,Zaanart,Comedy,https://www.webtoons.com/en/comedy/rooftops-and-roommates/list?title_no=2576,COMPLETED,60.7M,510678,9.55,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
My Gently Raised Beast,Yeoseulki,Romance,https://www.webtoons.com/en/romance/my-gently-raised-beast/list?title_no=2606,COMPLETED,124.5M,1.7M,9.7,N/A,N/A
The Advanced Player ofthe Tutorial Tower,Bangguseok Gimssi,Action,https://www.webtoons.com/en/action/the-advanced-player-of-the-tutorial-tower/list?title_no=2409,COMPLETED,153.1M,1.6M,9.3,N/A,N/A
A Couple of Obligations,GULDAK,Romance,https://www.webtoons.com/en/romance/a-couple-of-obligations/list?title_no=6147,COMPLETED,5.2M,174923,8.6,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
Mage & Demon Queen,Color_LES,Comedy,https://www.webtoons.com/en/comedy/mage-and-demon-queen/list?title_no=1438,COMPLETED,382.6M,2.8M,9.77,N/A,N/A
The RUNWAY,Domi,Romance,https://www.webtoons.com/en/romance/the-runway/list?title_no=3691,COMPLETED,74.9M,1M,9.07,N/A,N/A
Say the Right Thing,SammyMontoya,Romance,https://www.webtoons.com/en/romance/say-the-right-thing/list?title_no=6916,COMPLETED,744362,43499,9.69,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
She's Hopeless,Seokwoo,Drama,https://www.webtoons.com/en/drama/shes-hopeless/list?title_no=2767,COMPLETED,59.5M,1.1M,9.55,N/A,N/A
His Majesty's Proposal,Bloomy,Fantasy,https://www.webtoons.com/en/fantasy/his-majestys-proposal/list?title_no=2674,COMPLETED,69.3M,1M,9.28,N/A,N/A
Eaternal Nocturnal,instantmiso,Romance,https://www.webtoons.com/en/romance/eaternal-nocturnal/list?title_no=2832,COMPLETED,98.1M,1.4M,9.8,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Darbi,Sherard Jackson,Action,https://www.webtoons.com/en/action/darbi/list?title_no=1098,COMPLETED,41.5M,373352,9.53,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
The Male Lead's Girl Friend,KAKON,Romance,https://www.webtoons.com/en/romance/the-male-leads-girl-friend/list?title_no=3412,COMPLETED,24.7M,523531,9.38,N/A,N/A
Act Like You Love Me!,XUANN,Romance,https://www.webtoons.com/en/romance/act-like-you-love-me/list?title_no=2521,COMPLETED,128.6M,1.5M,9.69,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
Wished You Were Dead,SEOCHEONG,Drama,https://www.webtoons.com/en/drama/wished-you-were-dead/list?title_no=3591,COMPLETED,103.9M,1.2M,9.02,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
The First Night With the Duke,MSG,Fantasy,https://www.webtoons.com/en/fantasy/the-first-night-with-the-duke/list?title_no=1267,COMPLETED,113.7M,1.3M,9.66,N/A,N/A
Unholy Blood,Lina Im,Supernatural,https://www.webtoons.com/en/supernatural/unholy-blood/list?title_no=1262,COMPLETED,132.1M,2M,9.85,N/A,N/A
Taming the Corrupted,LICO,Romance,https://www.webtoons.com/en/romance/taming-the-corrupted/list?title_no=6138,COMPLETED,8.1M,242748,8.4,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
See You in My 19th Life,Lee Hye,Romance,https://www.webtoons.com/en/romance/see-you-in-my-19th-life/list?title_no=1266,COMPLETED,96M,1.4M,9.86,N/A,N/A
'Til Debt Do Us Part,janggreen,Romance,https://www.webtoons.com/en/romance/til-debt-do-us-part/list?title_no=3115,COMPLETED,26.5M,533377,9.69,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Perfect Marriage Revenge,Yibambe,Romance,https://www.webtoons.com/en/romance/perfect-marriage-revenge/list?title_no=3484,COMPLETED,100.5M,1.2M,9.37,N/A,N/A
Secretary Out-of-Order,QuornQuorn,Romance,https://www.webtoons.com/en/romance/secretary-out-of-order/list?title_no=3790,COMPLETED,33M,753510,9.3,N/A,N/A
Skylie,Sevmikyu,Romance,https://www.webtoons.com/en/romance/skylie/list?title_no=5881,COMPLETED,3.5M,110872,8.9,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
Taming the Marquess,Ire,Romance,https://www.webtoons.com/en/romance/taming-the-marquess/list?title_no=4345,COMPLETED,16.1M,413358,9.11,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Sweet Home,Carnby Kim,Thriller,https://www.webtoons.com/en/thriller/sweethome/list?title_no=1285,COMPLETED,268.9M,3.5M,9.85,N/A,N/A
Seasons of Blossom,HONGDUCK,Romance,https://www.webtoons.com/en/romance/seasonsofblossom/list?title_no=2509,COMPLETED,82.7M,1.1M,9.89,N/A,N/A
Sixth Sense Kiss,Got W,Romance,https://www.webtoons.com/en/romance/sixth-sense-kiss/list?title_no=2921,COMPLETED,87M,1.1M,9.64,N/A,N/A
A Heart for the Emperor,Studio wooridle,Romance,https://www.webtoons.com/en/romance/a-heart-for-the-emperor/list?title_no=4269,COMPLETED,8.1M,269856,6.99,N/A,N/A
Freaking Romance,Snailords,Romance,https://www.webtoons.com/en/romance/freaking-romance/list?title_no=1467,COMPLETED,289.9M,3.4M,9.74,N/A,N/A
Not Even Bones,R Schaeffer,Thriller,https://www.webtoons.com/en/thriller/not-even-bones/list?title_no=1756,COMPLETED,147.3M,1.9M,9.59,N/A,N/A
My Reason to Die,YUJU,Romance,https://www.webtoons.com/en/romance/my-reason-to-die/list?title_no=3993,COMPLETED,58.4M,1M,9.8,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
Extraordinary Attorney Woo,Yuil,Drama,https://www.webtoons.com/en/drama/extraordinary-attorney-woo/list?title_no=4867,COMPLETED,6.8M,291574,9.65,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
Juvenile Offender,Man's story,Action,https://www.webtoons.com/en/action/juvenile-offender/list?title_no=5464,COMPLETED,9.7M,191498,9.56,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
Love Advice from the Great Duke of Hell,unfins,Comedy,https://www.webtoons.com/en/comedy/love-advice/list?title_no=1498,COMPLETED,133.6M,1.4M,9.84,N/A,N/A
Long After the Ending,Dorae,Romance,https://www.webtoons.com/en/romance/long-after-the-ending/list?title_no=4179,COMPLETED,11M,264346,9.66,N/A,N/A
I Get Stronger the More I Eat,Kitaeon,Action,https://www.webtoons.com/en/action/i-get-stronger-the-more-i-eat/list?title_no=3199,COMPLETED,32.6M,532599,9.17,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
The God of High School,Yongje Park,Action,https://www.webtoons.com/en/action/the-god-of-high-school/list?title_no=66,COMPLETED,792.4M,2.9M,9.7,N/A,N/A
Happily Ever Afterwards,Hwang DoTol,Fantasy,https://www.webtoons.com/en/fantasy/happily-ever-afterwards/list?title_no=2737,COMPLETED,51.9M,735314,9.76,N/A,N/A
Cursed Princess Club,LambCat,Comedy,https://www.webtoons.com/en/comedy/cursed-princess-club/list?title_no=1537,COMPLETED,288.1M,2.3M,9.81,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Vampire Husband,Scragony,Slice of life,https://www.webtoons.com/en/slice-of-life/vampire-husband/list?title_no=4841,COMPLETED,37.1M,340668,9.65,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
Our Secret Alliance,Cakenyam,Romance,https://www.webtoons.com/en/romance/our-secret-alliance/list?title_no=4178,COMPLETED,25.2M,519893,9.8,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
To My First Love,Lise,Romance,https://www.webtoons.com/en/romance/to-my-first-love/list?title_no=5064,COMPLETED,13.7M,356355,9.01,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Bitten Contract,sungeun,Romance,https://www.webtoons.com/en/romance/bitten-contract/list?title_no=3689,COMPLETED,56.8M,773050,9.56,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
